Gmt time,Open,High,Low,Close,Volume
31.12.2007 22:00:00.000,1.45903,1.46193,1.45737,1.45913,764392.0594000003
01.01.2008 22:00:00.000,1.45926,1.47510,1.45863,1.47116,766779.6826000001
02.01.2008 22:00:00.000,1.47122,1.47817,1.46853,1.47499,767271.4346
03.01.2008 22:00:00.000,1.47498,1.48257,1.46920,1.47407,763243.9911000001
04.01.2008 22:00:00.000,1.47407,1.47407,1.47407,1.47407,0
05.01.2008 22:00:00.000,1.47407,1.47407,1.47407,1.47407,0
06.01.2008 22:00:00.000,1.47468,1.47570,1.46567,1.46958,792858.3977
07.01.2008 22:00:00.000,1.46949,1.47433,1.46783,1.47069,768379.9043999998
08.01.2008 22:00:00.000,1.47073,1.47437,1.46371,1.46588,772256.3163
09.01.2008 22:00:00.000,1.46595,1.48149,1.46393,1.48050,768769.1781000001
10.01.2008 22:00:00.000,1.48035,1.48200,1.47595,1.47747,765351.6817
11.01.2008 22:00:00.000,1.47747,1.47747,1.47747,1.47747,0
12.01.2008 22:00:00.000,1.47747,1.47747,1.47747,1.47747,0
13.01.2008 22:00:00.000,1.47821,1.49159,1.47802,1.48670,768507.7777999999
14.01.2008 22:00:00.000,1.48689,1.49225,1.47980,1.48045,773257.7031
15.01.2008 22:00:00.000,1.48019,1.48595,1.45928,1.46527,769199.5142
16.01.2008 22:00:00.000,1.46525,1.47157,1.45878,1.46413,770783.3487000002
17.01.2008 22:00:00.000,1.46409,1.46951,1.46011,1.46198,770036.7599
18.01.2008 22:00:00.000,1.46198,1.46198,1.46198,1.46198,0
19.01.2008 22:00:00.000,1.46198,1.46198,1.46198,1.46198,0
20.01.2008 22:00:00.000,1.46053,1.46069,1.44206,1.44535,741374.9610000001
21.01.2008 22:00:00.000,1.44563,1.46427,1.43626,1.46284,768165.5676999999
22.01.2008 22:00:00.000,1.46289,1.46859,1.45076,1.46295,769028.8671000001
23.01.2008 22:00:00.000,1.46295,1.47804,1.45885,1.47535,767632.5547
24.01.2008 22:00:00.000,1.47553,1.47795,1.46577,1.46817,767466.6265000001
25.01.2008 22:00:00.000,1.46817,1.46817,1.46817,1.46817,0
26.01.2008 22:00:00.000,1.46817,1.46817,1.46817,1.46817,0
27.01.2008 22:00:00.000,1.46795,1.47987,1.46603,1.47811,796635.1974
28.01.2008 22:00:00.000,1.47819,1.47994,1.47352,1.47774,762551.1719
29.01.2008 22:00:00.000,1.47756,1.49078,1.47528,1.48614,769185.8998
30.01.2008 22:00:00.000,1.48617,1.49148,1.48004,1.48603,765568.6385999998
31.01.2008 22:00:00.000,1.48600,1.49473,1.47843,1.48025,766709.8027
01.02.2008 22:00:00.000,1.48025,1.48025,1.48025,1.48025,0
02.02.2008 22:00:00.000,1.48025,1.48025,1.48025,1.48025,0
03.02.2008 22:00:00.000,1.48060,1.48492,1.47906,1.48302,765933.3432999998
04.02.2008 22:00:00.000,1.48291,1.48370,1.46195,1.46478,768785.1597000001
05.02.2008 22:00:00.000,1.46503,1.46709,1.45887,1.46316,765721.9258
06.02.2008 22:00:00.000,1.46318,1.46527,1.44390,1.44847,763949.5332000001
07.02.2008 22:00:00.000,1.44847,1.45481,1.44477,1.45060,767264.7947000002
08.02.2008 22:00:00.000,1.45060,1.45060,1.45060,1.45060,0
09.02.2008 22:00:00.000,1.45060,1.45060,1.45060,1.45060,0
10.02.2008 22:00:00.000,1.45151,1.45796,1.44798,1.45175,737010.4010000001
11.02.2008 22:00:00.000,1.45178,1.46157,1.44937,1.45830,765722.9844
12.02.2008 22:00:00.000,1.45845,1.45998,1.45317,1.45717,768205.3109999998
13.02.2008 22:00:00.000,1.45736,1.46485,1.45467,1.46417,762977.6728
14.02.2008 22:00:00.000,1.46427,1.47094,1.46284,1.46812,765429.4642999999
15.02.2008 22:00:00.000,1.46812,1.46812,1.46812,1.46812,0
16.02.2008 22:00:00.000,1.46812,1.46812,1.46812,1.46812,0
17.02.2008 22:00:00.000,1.46806,1.46921,1.46091,1.46587,794523.2938999998
18.02.2008 22:00:00.000,1.46582,1.47569,1.46384,1.47258,768783.4835999999
19.02.2008 22:00:00.000,1.47259,1.47353,1.46133,1.47158,766359.9177000001
20.02.2008 22:00:00.000,1.47157,1.48376,1.46996,1.48141,768270.1443
21.02.2008 22:00:00.000,1.48142,1.48624,1.47875,1.48265,765106.7012000001
22.02.2008 22:00:00.000,1.48265,1.48265,1.48265,1.48265,0
23.02.2008 22:00:00.000,1.48265,1.48265,1.48265,1.48265,0
24.02.2008 22:00:00.000,1.48387,1.48450,1.47913,1.48295,765822.0776000001
25.02.2008 22:00:00.000,1.48280,1.49882,1.47768,1.49745,770245.5667000002
26.02.2008 22:00:00.000,1.49726,1.51445,1.49695,1.51208,764525.8766999998
27.02.2008 22:00:00.000,1.51199,1.52307,1.50716,1.51941,767798.7462
28.02.2008 22:00:00.000,1.51950,1.52393,1.51421,1.51792,768795.3477
29.02.2008 22:00:00.000,1.51792,1.51792,1.51792,1.51792,0
01.03.2008 22:00:00.000,1.51792,1.51792,1.51792,1.51792,0
02.03.2008 22:00:00.000,1.51952,1.52749,1.51565,1.52034,740148.4516000001
03.03.2008 22:00:00.000,1.52000,1.52481,1.51712,1.52149,771722.8315000001
04.03.2008 22:00:00.000,1.52161,1.53019,1.51435,1.52644,771606.6164
05.03.2008 22:00:00.000,1.52635,1.53955,1.52591,1.53793,769072.9042000001
06.03.2008 22:00:00.000,1.53812,1.54607,1.53144,1.53550,768914.5380000002
07.03.2008 22:00:00.000,1.53550,1.53550,1.53550,1.53550,0
08.03.2008 22:00:00.000,1.53550,1.53550,1.53550,1.53550,0
09.03.2008 21:00:00.000,1.53617,1.54055,1.53130,1.53426,766497.0310000001
10.03.2008 21:00:00.000,1.53412,1.54954,1.52821,1.53371,762089.6969
11.03.2008 21:00:00.000,1.53372,1.55719,1.53296,1.55493,768058.7960000003
12.03.2008 21:00:00.000,1.55477,1.56457,1.55188,1.56343,773794.8655
13.03.2008 21:00:00.000,1.56345,1.56879,1.55304,1.56724,771013.3095999999
14.03.2008 21:00:00.000,1.56724,1.56724,1.56724,1.56724,0
15.03.2008 21:00:00.000,1.56724,1.56724,1.56724,1.56724,0
16.03.2008 21:00:00.000,1.56755,1.59056,1.56725,1.57293,766415.5742
17.03.2008 21:00:00.000,1.57279,1.58321,1.56172,1.56237,766470.7028000001
18.03.2008 21:00:00.000,1.56238,1.57856,1.55822,1.56244,767409.4367000002
19.03.2008 21:00:00.000,1.56248,1.56507,1.53936,1.54271,769255.8420999999
20.03.2008 21:00:00.000,1.54265,1.54746,1.54024,1.54279,762308.483
21.03.2008 21:00:00.000,1.54279,1.54279,1.54279,1.54279,0
22.03.2008 21:00:00.000,1.54279,1.54279,1.54279,1.54279,0
23.03.2008 21:00:00.000,1.54359,1.54553,1.53401,1.54230,807377.0479
24.03.2008 21:00:00.000,1.54233,1.56583,1.54049,1.56500,761740.1944
25.03.2008 21:00:00.000,1.56497,1.58603,1.55804,1.58454,760787.9988000001
26.03.2008 21:00:00.000,1.58467,1.58500,1.57247,1.57799,761611.1583
27.03.2008 21:00:00.000,1.57802,1.58393,1.57403,1.57942,764074.8681999998
